FUENTE;PARTIDO (según codificación INDEC);FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DÍA DE LA SEMANA AGRUPADO;DIURNO / NOCTURNO;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO
Ministerio de Seguridad;112;22/3/2021;Marzo;14:00;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;112;30/4/2021;Abril;23:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;854;25/9/2021;Septiembre;04:00:00;Sábado;Sábados y domingos;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;217;20/3/2021;Marzo;06:15;Sábado;Sábados y domingos;Nocturno;Calle;Vuelco / despistes
Ministerio Público Fiscal;218;25/7/2021;Julio;18:52:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;217;2/10/2021;Octubre;23:50:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;042;6/10/2021;Octubre;17:30:00;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;217;10/10/2021;Octubre;08:00:00;Domingo;Sábados y domingos;Diurno;Calle;Vuelco / despistes
Ministerio de Seguridad;042;17/10/2021;Octubre;18:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;644;22/10/2021;Octubre;16:30:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;868;21/11/2021;Noviembre;16:30:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;049;3/1/2021;Enero;22:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;595;13/1/2021;Enero;11:00;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;595;23/1/2021;Enero;04:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;595;16/2/2021;Febrero;16:00;Martes;Lunes a viernes;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;595;16/2/2021;Febrero;18:30;Martes;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;693;17/2/2021;Febrero;14:30;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;707;20/2/2021;Febrero;12:30;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio Público Fiscal;707;26/2/2021;Febrero;20:00:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;455;5/3/2021;Marzo;10:45;Viernes;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;455;9/3/2021;Marzo;13:00;Martes;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;595;22/3/2021;Marzo;00:00;Lunes;Lunes a viernes;Nocturno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;595;7/5/2021;Mayo;05:00;Viernes;Lunes a viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio Público Fiscal;049;30/6/2021;Junio;16:40:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;105;1/7/2021;Julio;22:30:00;Jueves;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;707;20/7/2021;Julio;19:30:00;Martes;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;049;28/11/2021;Noviembre;08:30:00;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;399;21/1/2021;Enero;20:12;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;399;25/2/2021;Febrero;13:00;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;007;20/3/2021;Marzo;08:20;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;399;6/6/2021;Junio;09:15;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;231;8/8/2021;Agosto;06:00:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;868;5/1/2021;Enero;02:10;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;420;9/1/2021;Enero;20:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;644;24/1/2021;Enero;23:55;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;868;1/3/2021;Marzo;15:20;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;420;19/6/2021;Junio;23:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;084;21/1/2021;Enero;12:35;Jueves;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;791;10/2/2021;Febrero;20:00;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;084;14/2/2021;Febrero;05:10;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;791;16/2/2021;Febrero;06:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;791;20/2/2021;Febrero;02:50;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;084;1/4/2021;Abril;20:00;Jueves;Lunes a viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;448;18/4/2021;Abril;21:20;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;084;22/7/2021;Julio;03:30:00;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio Público Fiscal;791;23/11/2021;Noviembre;20:35:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;518;9/1/2021;Enero;21:05;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;357;24/1/2021;Enero;14:20:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;17/2/2021;Febrero;02:00;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;17/2/2021;Febrero;20:30;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;4/3/2021;Marzo;14:55;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;357;30/3/2021;Marzo;01:14:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;7/4/2021;Abril;15:17;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;24/5/2021;Mayo;11:10;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;13/6/2021;Junio;21:40;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;357;8/7/2021;Julio;08:30:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;357;14/7/2021;Julio;22:00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;22/7/2021;Julio;14:00:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;357;2/8/2021;Agosto;16:30:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;357;15/8/2021;Agosto;01:40:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;15/8/2021;Agosto;03:51:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;24/8/2021;Agosto;22:03:00;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;357;21/10/2021;Octubre;04:46:00;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;357;3/11/2021;Noviembre;06:50:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;6/11/2021;Noviembre;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;357;7/11/2021;Noviembre;17:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;357;21/11/2021;Noviembre;05:22:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;581;1/1/2021;Enero;04:20;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;581;20/2/2021;Febrero;17:50;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;742;31/3/2021;Marzo;00:40;Miércoles;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;581;17/4/2021;Abril;13:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;742;4/5/2021;Mayo;12:30;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;581;4/7/2021;Julio;13:30:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;581;24/11/2021;Noviembre;16:00:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;189;4/1/2021;Enero;13:30;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;189;28/1/2021;Enero;04:30;Jueves;Lunes a viernes;Nocturno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;189;11/11/2021;Noviembre;11:15:00;Jueves;Lunes a Viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;700;16/1/2021;Enero;01:10;Sábado;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;700;11/8/2021;Agosto;16:15:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;056;7/2/2021;Febrero;23:05;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;13/3/2021;Marzo;17:30;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;29/3/2021;Marzo;22:30;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;15/4/2021;Abril;15:50;Jueves;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;056;17/4/2021;Abril;14:10;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;056;4/6/2021;Junio;19:30;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;27/6/2021;Junio;18:00;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;5/9/2021;Septiembre;11:50:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;23/9/2021;Septiembre;08:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;056;1/11/2021;Noviembre;21:35:00;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;056;2/12/2021;Diciembre;21:10:00;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;735;17/2/2021;Febrero;04:45;Miércoles;Lunes a viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;161;15/3/2021;Marzo;18:10;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;266;20/3/2021;Marzo;13:00;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;266;1/5/2021;Mayo;18:15;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;728;12/5/2021;Mayo;19:55;Miércoles;Lunes a viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;728;27/6/2021;Junio;04:30;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;161;2021-07-25;Julio;07:30:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;728;8/8/2021;Agosto;20:40:00;Domingo;Sábados y domingos;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;728;8/10/2021;Octubre;16:30:00;Viernes;Lunes a viernes;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;728;11/10/2021;Octubre;19:15:00;Lunes;Lunes a viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;266;20/11/2021;Noviembre;21:35:00;Sábado;Sábados y domingos;Nocturno;Ruta Nacional;Sin determinar
Ministerio Público Fiscal;161;30/11/2021;Noviembre;22.00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;735;18/12/2021;Diciembre;13.25;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;805;9/9/2021;Septiembre;15:10:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;805;13/10/2021;Octubre;00:05:00;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;805;10/11/2021;Noviembre;08:40:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;805;16/1/2021;Enero;16:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;805;25/1/2021;Enero;09:15;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio Público Fiscal;805;28/1/2021;Enero;Sin determinar;Jueves;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;805;16/2/2021;Febrero;05:40;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;756;18/2/2021;Febrero;17:15;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;252;21/2/2021;Febrero;17:00;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;805;22/2/2021;Febrero;20:30;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;805;3/3/2021;Marzo;16:50;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;805;3/3/2021;Marzo;17:10;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;756;15/3/2021;Marzo;09:45;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;252;20/3/2021;Marzo;23:10;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;756;28/3/2021;Marzo;09:40;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;756;6/4/2021;Abril;14:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;756;11/4/2021;Abril;Sin determinar;Domingo;Sábados y domingos;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;756;13/4/2021;Abril;20:25;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;749;21/4/2021;Abril;21:40:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;756;27/4/2021;Abril;Sin determinar;Martes;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;749;30/4/2021;Abril;13:30:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;252;1/5/2021;Mayo;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;805;9/5/2021;Mayo;06:50;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;749;31/5/2021;Mayo;17:10:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;756;10/6/2021;Junio;09:30;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;756;19/6/2021;Junio;14:00;Sábado;Sábados y domingos;Diurno;Autopista / Autovía;Sin determinar
Ministerio de Seguridad;749;20/6/2021;Junio;12:20;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;252;18/6/2021;Junio;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Calle;Sin determinar
Ministerio de Seguridad;861;24/6/2021;Junio;00:25;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;252;7/7/2021;Julio;22:50:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;756;6/7/2021;Julio;09:00:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;861;1/8/2021;Agosto;07:50:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;861;4/8/2021;Agosto;16:00:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;805;10/8/2021;Agosto;12:20:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;252;15/8/2021;Agosto;20:15:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;371;13/1/2021;Enero;14:30;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;371;31/1/2021;Enero;12:50;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;371;16/5/2021;Mayo;16:20;Domingo;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;371;6/6/2021;Junio;03:40;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;371;24/6/2021;Junio;23:45;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;371;29/7/2021;Julio;13:55:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;371;9/8/2021;Agosto;04:15:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;371;27/8/2021;Agosto;14:00:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;371;11/11/2021;Noviembre;13:15:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;371;11/11/2021;Noviembre;17:05:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;371;13/11/2021;Noviembre;20:45:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;371;15/11/2021;Noviembre;19:30:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;371;6/12/2021;Diciembre;09:12:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;760;1/1/2021;Enero;05:00:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;412;1/1/2021;Enero;22:00;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;412;6/1/2021;Enero;17:20;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;638;17/1/2021;Enero;16:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;760;24/1/2021;Enero;23:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;515;23/1/2021;Enero;08:15;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;515;22/1/2021;Enero;08:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;412;16/1/2021;Enero;01:15;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;515;6/2/2021;Febrero;12:20;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;26/2/2021;Febrero;18:00:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;412;28/2/2021;Febrero;22:30;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;515;5/3/2021;Marzo;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Calle;Sin determinar
Ministerio de Seguridad;638;1/3/2021;Marzo;18:45;Lunes;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;638;3/3/2021;Marzo;14:05;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;515;14/3/2021;Marzo;15:40;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;760;15/3/2021;Marzo;10:00;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;515;30/3/2021;Marzo;16:50;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;638;21/3/2021;Marzo;05:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;515;7/4/2021;Abril;09:00;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;3/4/2021;Abril;03:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;515;20/4/2021;Abril;18:40;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;638;23/4/2021;Abril;23:47;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;412;28/4/2021;Abril;07:10;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;760;7/5/2021;Mayo;20:10:00;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;412;2/5/2021;Mayo;19:10:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;638;5/5/2021;Mayo;19:40;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;515;6/5/2021;Mayo;21:20;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;760;11/5/2021;Mayo;13:00;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;515;14/5/2021;Mayo;09:05;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;515;1/6/2021;Junio;13:45;Martes;Lunes a viernes;Diurno;Autopista / Autovía;Colisión Vehículo  / objeto
Ministerio de Seguridad;515;7/6/2021;Junio;12:30;Lunes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;14/6/2021;Junio;20:00;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;638;3/6/2021;Junio;00:00;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;760;13/6/2021;Junio;06:20;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;760;12/6/2021;Junio;02:35;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;760;16/6/2021;Junio;Sin determinar;Miércoles;Lunes a viernes;Sin determinar;Calle;Sin determinar
Ministerio de Seguridad;760;16/6/2021;Junio;15:50;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;515;25/6/2021;Junio;18:00:00;Viernes;Lunes a Viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;760;16/6/2021;Junio;00:30;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;638;28/6/2021;Junio;13:30;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;412;23/6/2021;Junio;02:55;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;412;29/6/2021;Junio;09:15;Martes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;760;2/7/2021;Julio;13:30:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;760;8/7/2021;Julio;10:30:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;412;7/7/2021;Julio;18:45:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;412;24/7/2021;Julio;04:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;638;24/7/2021;Julio;11:10:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;638;9/8/2021;Agosto;20:00:00;Lunes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;760;15/8/2021;Agosto;15:36:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;24/8/2021;Agosto;20:30:00;Martes;Lunes a Viernes;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;515;27/8/2021;Agosto;16:15:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;760;30/8/2021;Agosto;07:05:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
