FUENTE;PARTIDO (según codificación INDEC);FECHA DEL HECHO;MES;HORA;DÍA DE LA SEMANA;DÍA DE LA SEMANA AGRUPADO;DIURNO / NOCTURNO;TIPO DE LUGAR;MODO DE PRODUCCIÓN DEL HECHO
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;658;15/8/2021;Agosto;23:20:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;658;30/8/2021;Agosto;21,30hs. ;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;3/9/2021;Septiembre;04:15:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;658;15/9/2021;Septiembre;04:10:00;Miércoles;Lunes a viernes;Nocturno;Ruta Provincial;Colisión Vehículo / persona
Ministerio de Seguridad;658;21/9/2021;Septiembre;21:30:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;658;25/9/2021;Septiembre;15:00:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;7/11/2021;Noviembre;09:10:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;7/11/2021;Noviembre;09:30:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;25/11/2021;Noviembre;18:15:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;658;7/12/2021;Diciembre;21:10:00;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;840;7/1/2021;Enero;17:40:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;840;12/1/2021;Enero;12:15;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;840;23/1/2021;Enero;08:20;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;840;30/1/2021;Enero;19:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;840;25/2/2021;Febrero;20:25;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;840;7/3/2021;Marzo;05:15;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;840;20/4/2021;Abril;12:10;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;840;30/4/2021;Abril;11:10;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;840;1/6/2021;Junio;14:20;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;840;16/7/2021;Julio;14:00:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;840;16/8/2021;Agosto;14:09:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;840;19/9/2021;Septiembre;06:44:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;840;24/10/2021;Octubre;23:15:00;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;840;12/11/2021;Noviembre;07:10:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;840;26/11/2021;Noviembre;18:50:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;035;14/1/2021;Enero;06:30;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;035;18/1/2021;Enero;04:15;Lunes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;035;26/3/2021;Marzo;07:10;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;035;26/4/2021;Abril;07:40;Lunes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;10/5/2021;Mayo;03:50;Lunes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;035;14/5/2021;Mayo;15:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;18/5/2021;Mayo;12:30;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;26/7/2021;Julio;16:10:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;035;15/8/2021;Agosto;01:10:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;035;16/8/2021;Agosto;14:44:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;035;18/8/2021;Agosto;20:30:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio Público Fiscal;035;23/9/2021;Septiembre;16:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;30/9/2021;Septiembre;07:00:00;Jueves;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;035;2/10/2021;Octubre;08:40:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;8/10/2021;Octubre;15:30:00;Viernes;Lunes a viernes;Diurno;Calle;Vuelco / despistes
Ministerio de Seguridad;035;28/10/2021;Octubre;07:13:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;035;29/10/2021;Octubre;09:00:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;035;6/11/2021;Noviembre;04:10:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;035;7/11/2021;Noviembre;11:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;408;5/2/2021;Febrero;07:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;408;5/4/2021;Abril;13:00;Lunes;Lunes a viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;408;7/4/2021;Abril;03:00;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio Público Fiscal;560;22/5/2021;Mayo;23:50:00;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Colisión Vehículo / persona
Ministerio de Seguridad;364;21/1/2021;Enero;21:30;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;364;25/4/2021;Abril;21:40;Domingo;Sábados y domingos;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;364;18/9/2021;Septiembre;01:30:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;364;28/10/2021;Octubre;10:15:00;Jueves;Lunes a viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio Público Fiscal;364;29/10/2021;Octubre;20:20:00;Viernes;Lunes a viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;364;20/11/2021;Noviembre;16:55:00;Sábado;Sábados y domingos;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;410;16/1/2021;Enero;22:50;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Colisión Vehículo / persona
Ministerio de Seguridad;410;4/2/2021;Febrero;12:50;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;410;20/4/2021;Abril;Sin determinar;Martes;Lunes a viernes;Sin determinar;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;245;15/2/2021;Febrero;19:15;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;245;21/3/2021;Marzo;20:20;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;274;29/1/2021;Enero;20:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;274;4/2/2021;Febrero;22:38;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;274;10/3/2021;Marzo;23:10;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;274;31/3/2021;Marzo;15:00;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Colisión Vehículo / persona
Ministerio de Seguridad;274;17/4/2021;Abril;15:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;274;19/5/2021;Mayo;15:00;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;274;11/7/2021;Julio;19:45:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;274;16/7/2021;Julio;12:50:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;274;18/7/2021;Julio;16:21:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;274;26/8/2021;Agosto;00:50:00;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;274;5/9/2021;Septiembre;16:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;098;28/1/2021;Enero;05:20;Jueves;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;098;10/3/2021;Marzo;12:00;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;098;27/5/2021;Mayo;18:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;098;6/10/2021;Octubre;17:00:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;602;1/2/2021;Febrero;00:10;Lunes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;875;7/2/2021;Febrero;21:30;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;875;26/2/2021;Febrero;03:40;Viernes;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;833;7/3/2021;Marzo;03:30;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;875;8/3/2021;Marzo;20:30;Lunes;Lunes a viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;875;13/3/2021;Marzo;14:35;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;203;4/4/2021;Abril;11:24;Domingo;Sábados y domingos;Diurno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;875;17/4/2021;Abril;22:55;Sábado;Sábados y domingos;Nocturno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio de Seguridad;182;19/6/2021;Junio;09:30;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;833;7/7/2021;Julio;17:45:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;196;1/10/2021;Octubre;10:20:00;Viernes;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;875;11/10/2021;Octubre;17:45:00;Lunes;Lunes a viernes;Diurno;Ruta Nacional;Vuelco / despistes
Ministerio de Seguridad;602;22/10/2021;Octubre;23:15:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;602;24/10/2021;Octubre;03:00:00;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;833;28/10/2021;Octubre;05:00:00;Jueves;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;182;7/11/2021;Noviembre;22:05:00;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;203;9/11/2021;Noviembre;Sin determinar;Martes;Lunes a Viernes;Sin determinar;Calle;Sin determinar
Ministerio de Seguridad;091;19/12/2021;Diciembre;02:30:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio Público Fiscal;091;14/1/2021;Enero;07:12:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;091;28/1/2021;Enero;07:12:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;091;2/3/2021;Marzo;20:00;Martes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;9/7/2021;Julio;20:10:00;Viernes;Lunes a viernes;Nocturno;Sin determinar;Sin determinar
Ministerio Público Fiscal;091;23/4/2021;Abril;04:48:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;091;2/5/2021;Mayo;01:30;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;1/6/2021;Junio;16:40:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;14/6/2021;Junio;15:30:00;Lunes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;30/6/2021;Junio;07:50;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;091;11/7/2021;Julio;07:55:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;1/8/2021;Agosto;18:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;5/8/2021;Agosto;22:28:00;Jueves;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;29/8/2021;Agosto;21:00:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;10/9/2021;Septiembre;02:20:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;091;12/9/2021;Septiembre;13:30:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;091;20/9/2021;Septiembre;04:50:00;Lunes;Lunes a viernes;Nocturno;Sin determinar;Sin determinar
Ministerio de Seguridad;091;1/10/2021;Octubre;10:00:00;Viernes;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;19/10/2021;Octubre;19:55:00;Martes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;091;31/10/2021;Octubre;09:10:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;3/11/2021;Noviembre;07:30:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;9/11/2021;Noviembre;18:10:00;Martes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;12/11/2021;Noviembre;16:50:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;19/11/2021;Noviembre;22:10:00;Viernes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;5/12/2021;Diciembre;19:00:00;Domingo;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;091;8/12/2021;Diciembre;20:20:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;091;29/12/2021;Diciembre;00:40:00;Miércoles;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;134;12/1/2021;Enero;14:30;Martes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;547;13/1/2021;Enero;15:20 hs;Miércoles;Lunes a viernes;Diurno;Calle;Otro modo
Ministerio de Seguridad;134;15/1/2021;Enero;15:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;119;20/1/2021;Enero;19:30;Miércoles;Lunes a viernes;Nocturno;Autopista / Autovía;Sin determinar
Ministerio Público Fiscal;655;24/1/2021;Enero;Sin determinar;Domingo;Sábados y domingos;Sin determinar;Sin determinar;Sin determinar
Ministerio Público Fiscal;483;24/1/2021;Enero;Sin determinar;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;119;6/2/2021;Febrero;Sin determinar;Sábado;Sábados y domingos;Diurno;Autopista / Autovía;Vuelco / despistes
Ministerio de Seguridad;343;12/2/2021;Febrero;Sin determinar;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;134;14/2/2021;Febrero;Sin determinar;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;134;24/2/2021;Febrero;Sin determinar;Miércoles;Lunes a viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;134;6/3/2021;Marzo;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;547;8/3/2021;Marzo;Sin determinar;Lunes;Lunes a viernes;Nocturno;Ruta Provincial;Colisión Vehículo / vehículo
Ministerio de Seguridad;655;4/4/2021;Abril;Sin determinar;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;134;14/4/2021;Abril;Sin determinar;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;134;21/4/2021;Abril;Sin determinar;Miércoles;Lunes a viernes;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;119;24/4/2021;Abril;Sin determinar;Sábado;Sábados y domingos;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;134;1/5/2021;Mayo;Sin determinar;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio de Seguridad;483;2/5/2021;Mayo;Sin determinar;Domingo;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;655;13/5/2021;Mayo;Sin determinar;Jueves;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;547;27/5/2021;Mayo;Sin determinar;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;119;22/6/2021;Junio;Sin determinar;Martes;Lunes a viernes;Nocturno;Ruta Provincial;Vuelco / despistes
Ministerio de Seguridad;134;12/7/2021;Julio;Sin determinar;Lunes;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;505;1/8/2021;Agosto;Sin determinar;Domingo;Sábados y domingos;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;655;2/8/2021;Agosto;Sin determinar;Lunes;Lunes a Viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio Público Fiscal;301;7/8/2021;Agosto;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Vuelco / despistes
Ministerio de Seguridad;547;1/9/2021;Septiembre;Sin determinar;Miércoles;Lunes a viernes;Diurno;Ruta Provincial;Vuelco / despistes
Ministerio de Seguridad;505;11/9/2021;Septiembre;Sin determinar;Sábado;Sábados y domingos;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;119;20/9/2021;Septiembre;Sin determinar;Lunes;Lunes a viernes;Nocturno;Ruta Provincial;Colisión Vehículo  / objeto
Ministerio de Seguridad;119;27/11/2021;Noviembre;Sin determinar;Sábado;Sábados y domingos;Nocturno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;505;29/11/2021;Noviembre;Sin determinar;Lunes;Lunes a Viernes;Diurno;Ruta Provincial;Sin determinar
Ministerio de Seguridad;648;30/1/2021;Enero;Sin determinar;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;648;14/5/2021;Mayo;Sin determinar;Viernes;Lunes a viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;648;31/10/2021;Octubre;Sin determinar;Domingo;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;693;26/8/2021;Agosto;Sin determinar;Jueves;Lunes a Viernes;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;084;25/9/2021;Septiembre;Sin determinar;Sábado;Sábados y domingos;Diurno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio Público Fiscal;798;13/11/2021;Noviembre;Sin determinar;Miércoles;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;455;13/11/2021;Noviembre;Sin determinar;Sábado;Sábados y domingos;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;693;23/11/2021;Noviembre;Sin determinar;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;693;29/12/2021;Diciembre;06:30:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;595;1/11/2021;Noviembre;Sin determinar;Lunes;Lunes a Viernes;Diurno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;595;3/11/2021;Noviembre;Sin determinar;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;497;29/10/2021;Octubre;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;497;24/11/2021;Noviembre;05:20:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;679;29/10/2021;Octubre;02:50:00;Viernes;Lunes a viernes;Nocturno;Ruta Nacional;Colisión Vehículo / vehículo
Ministerio de Seguridad;671;28/12/2021;Junio;01:22:00;Martes;Lunes a Viernes;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;469;7/11/2021;Noviembre;21:50:00;Domingo;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;616;13/11/2021;Noviembre;04:20:00;Sábado;Sábados y domingos;Nocturno;Ruta Nacional;Sin determinar
Ministerio de Seguridad;721;25/9/2021;Septiembre;04:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo  / objeto
Ministerio de Seguridad;252;19/9/2021;Septiembre;05:30:00;Domingo;Sábados y domingos;Nocturno;Ruta Provincial;Colisión Vehículo / persona
Ministerio de Seguridad;252;21/9/2021;Septiembre;23:00:00;Martes;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona
Ministerio de Seguridad;252;24/9/2021;Septiembre;18:30:00;Viernes;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;252;29/9/2021;Septiembre;16:30:00;Miércoles;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;252;10/11/2021;Noviembre;09:30:00;Miércoles;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;252;13/11/2021;Noviembre;00:40:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / persona
Ministerio de Seguridad;756;18/9/2021;Septiembre;16:30:00;Sábado;Sábados y domingos;Diurno;Calle;Colisión Vehículo / vehículo
Ministerio Público Fiscal;756;23/9/2021;Septiembre;Sin determinar;Jueves;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;756;14/10/2021;Octubre;13:30:00;Jueves;Lunes a viernes;Diurno;Autopista / Autovía;Colisión Vehículo / vehículo
Ministerio Público Fiscal;756;27/10/2021;Octubre;Sin determinar;Miércoles;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio Público Fiscal;756;8/11/2021;Noviembre;Sin determinar;Lunes;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;861;16/9/2021;Septiembre;09:00:00;Jueves;Lunes a viernes;Diurno;Calle;Colisión Vehículo / persona
Ministerio Público Fiscal;427;23/11/2021;Noviembre;Sin determinar;Martes;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;749;4/11/2021;Noviembre;Sin determinar;Jueves;Lunes a Viernes;Sin determinar;Calle;Sin determinar
Ministerio Público Fiscal;749;10/12/2021;Diciembre;Sin determinar;Viernes;Lunes a viernes;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;412;1/10/2021;Octubre;13:43:00;Viernes;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;412;23/10/2021;Octubre;07:30:00;Sábado;Sábados y domingos;Diurno;Calle;Sin determinar
Ministerio Público Fiscal;412;Sin determinar;Enero;02:23:00;Sábado;Sábados y domingos;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;515;29/9/2021;Septiembre;16:20:00;Miércoles;Lunes a viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;26/10/2021;Octubre;00:30:00;Martes;Lunes a viernes;Nocturno;Autopista / Autovía;Colisión Vehículo / persona
Ministerio de Seguridad;515;18/11/2021;Noviembre;18:30:00;Jueves;Lunes a Viernes;Diurno;Calle;Sin determinar
Ministerio de Seguridad;515;23/12/2021;Diciembre;10:00:00;Martes;Lunes a viernes;Diurno;Sin determinar;Sin determinar
Ministerio de Seguridad;760;4/9/2021;Septiembre;01:00:00;Sábado;Sábados y domingos;Nocturno;Calle;Sin determinar
Ministerio de Seguridad;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;760;29/10/2021;Octubre;05:40:00;Viernes;Lunes a viernes;Nocturno;Calle;Colisión Vehículo / vehículo
Ministerio de Seguridad;760;3/11/2021;Noviembre;21:00:00;Miércoles;Lunes a Viernes;Nocturno;Calle;Sin determinar
