Fecha;Mes;Día de la Semana;Horario;Diurno/nocturno;Edad agrupada;Edad;Sexo;Tipo de víctima;Código de partido
1/1/2020;Enero;Miércoles;21:30:00;Nocturno;65 - 74;68;Femenino;Pasajero;455
1/1/2020;Enero;Miércoles;21:30:00;Nocturno;25 - 34;31;Femenino;Pasajero;455
1/1/2020;Enero;Miércoles;18:50:00;Diurno;45 - 54;54;Femenino;Conductor;763
1/1/2020;Enero;Miércoles;18:50:00;Diurno;25 - 34;28;Femenino;Acompañante;763
2/1/2020;Enero;Jueves;09:00:00;Diurno;25 - 34;28;Masculino;Conductor;427
2/1/2020;Enero;Jueves;09:00:00;Diurno;25 - 34;27;Femenino;Acompañante;427
2/1/2020;Enero;Jueves;15:30:00;Diurno;35 - 44;40;Masculino;Conductor;410
2/1/2020;Enero;Jueves;15:30:00;Diurno;15 - 24;21;Femenino;Acompañante;410
2/1/2020;Enero;Jueves;12:50:00;Diurno;55 - 64;63;Femenino;Conductor;336
2/1/2020;Enero;Jueves;12:50:00;Diurno;65 - 74;65;Femenino;Conductor;336
2/1/2020;Enero;Jueves;09:45:00;Diurno;15 - 24;21;Femenino;Conductor;168
3/1/2020;Enero;Viernes;09:00:00;Diurno;55 - 64;58;Masculino;Conductor;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;55 - 64;55;Femenino;Acompañante;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;15 - 24;20;Femenino;Acompañante;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;15 - 24;18;Femenino;Acompañante;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;25 - 34;33;Masculino;Conductor;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;15 - 24;21;Masculino;Acompañante;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;25 - 34;30;Masculino;Acompañante;728
3/1/2020;Enero;Viernes;09:00:00;Diurno;15 - 24;18;Masculino;Acompañante;728
2/1/2020;Enero;Jueves;01:30:00;Nocturno;25 - 34;31;Masculino;Acompañante;119
4/1/2020;Enero;Sábado;02:40:00;Nocturno;35 - 44;41;Masculino;Conductor;420
4/1/2020;Enero;Sábado;02:40:00;Nocturno;35 - 44;38;Femenino;Acompañante;420
4/1/2020;Enero;Sábado;02:40:00;Nocturno;15 - 24;18;Masculino;Acompañante;420
4/1/2020;Enero;Sábado;02:40:00;Nocturno;0 - 4;4;Femenino;Acompañante;420
4/1/2020;Enero;Sábado;02:40:00;Nocturno;25 - 34;30;Masculino;Conductor;420
4/1/2020;Enero;Sábado;02:40:00;Nocturno;15 - 24;23;Femenino;Acompañante;420
4/1/2020;Enero;Sábado;01:30:00;Nocturno;25 - 34;28;Masculino;Conductor;560
4/1/2020;Enero;Sábado;01:30:00;Nocturno;25 - 34;32;Femenino;Acompañante;560
4/1/2020;Enero;Sábado;14:40:00;Diurno;35 - 44;39;Masculino;Conductor;70
5/1/2020;Enero;Domingo;23:55:00;Nocturno;35 - 44;42;Masculino;Conductor;568
5/1/2020;Enero;Domingo;23:55:00;Nocturno;5 - 14;5;Masculino;Acompañante;568
5/1/2020;Enero;Domingo;23:55:00;Nocturno;5 - 14;9;Femenino;Acompañante;568
3/1/2020;Enero;Viernes;04:30:00;Nocturno;15 - 24;17;Femenino;Conductor;441
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;35 - 44;38;Masculino;Conductor;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;15 - 24;24;Femenino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;45 - 54;53;Masculino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;25 - 34;34;Femenino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;25 - 34;30;Masculino;Conductor;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;25 - 34;31;Femenino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;35 - 44;39;Masculino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;5 - 14;9;Masculino;Acompañante;134
1/1/2020;Enero;Miércoles;05:00:00;Nocturno;0 - 4;4;Masculino;Acompañante;134
6/1/2020;Enero;Lunes;14:30:00;Diurno;15 - 24;19;Masculino;Conductor;270
6/1/2020;Enero;Lunes;14:30:00;Diurno;15 - 24;23;Masculino;Conductor;270
4/1/2020;Enero;Sábado;11:00:00;Diurno;25 - 34;28;Femenino;Acompañante;655
4/1/2020;Enero;Sábado;11:00:00;Diurno;5 - 14;7;Femenino;Acompañante;655
3/1/2020;Enero;Viernes;14:40:00;Diurno;65 - 74;71;Masculino;Conductor;861
5/1/2020;Enero;Domingo;04:45:00;Nocturno;15 - 24;20;Femenino;Acompañante;805
5/1/2020;Enero;Domingo;04:45:00;Nocturno;25 - 34;28;Masculino;Acompañante;805
5/1/2020;Enero;Domingo;04:45:00;Nocturno;55 - 64;58;Masculino;Conductor;805
5/1/2020;Enero;Domingo;19:00:00;Nocturno;15 - 24;20;Femenino;Acompañante;515
4/1/2020;Enero;Sábado;21:40:00;Nocturno;5 - 14;9;Femenino;Acompañante;476
4/1/2020;Enero;Sábado;21:40:00;Nocturno;35 - 44;37;Femenino;Acompañante;476
4/1/2020;Enero;Sábado;21:40:00;Nocturno;5 - 14;12;Femenino;Acompañante;476
6/1/2020;Enero;Lunes;16:30:00;Diurno;45 - 54;49;Masculino;Conductor;238
6/1/2020;Enero;Lunes;16:30:00;Diurno;75 y más;87;Femenino;Acompañante;238
7/1/2020;Enero;Martes;01:20:00;Nocturno;75 y más;77;Masculino;Conductor;616
7/1/2020;Enero;Martes;01:20:00;Nocturno;65 - 74;68;Masculino;Conductor;616
7/1/2020;Enero;Martes;01:20:00;Nocturno;65 - 74;70;Femenino;Acompañante;616
7/1/2020;Enero;Martes;19:20:00;Nocturno;35 - 44;43;Masculino;Conductor;410
7/1/2020;Enero;Martes;19:20:00;Nocturno;45 - 54;54;Masculino;Conductor;410
6/1/2020;Enero;Lunes;07:43:00;Diurno;55 - 64;64;Femenino;Acompañante;357
5/1/2020;Enero;Domingo;20:20:00;Nocturno;25 - 34;28;Masculino;Conductor;466
5/1/2020;Enero;Domingo;20:20:00;Nocturno;25 - 34;26;Femenino;Acompañante;466
5/1/2020;Enero;Domingo;19:40:00;Nocturno;35 - 44;42;Femenino;Pasajero;455
5/1/2020;Enero;Domingo;19:40:00;Nocturno;5 - 14;6;Femenino;Pasajero;455
5/1/2020;Enero;Domingo;19:40:00;Nocturno;45 - 54;53;Femenino;Acompañante;455
5/1/2020;Enero;Domingo;19:40:00;Nocturno;55 - 64;58;Masculino;Conductor;455
5/1/2020;Enero;Domingo;19:40:00;Nocturno;35 - 44;38;Masculino;Acompañante;455
5/1/2020;Enero;Domingo;19:40:00;Nocturno;25 - 34;33;Masculino;Conductor;455
9/1/2020;Enero;Jueves;07:57:00;Diurno;Sin determinar;Sin determinar;Masculino;Conductor;756
10/1/2020;Enero;Viernes;20:00:00;Nocturno;55 - 64;55;Masculino;Conductor;515
10/1/2020;Enero;Viernes;00:05:00;Nocturno;25 - 34;25;Masculino;Conductor;756
10/1/2020;Enero;Viernes;00:05:00;Nocturno;35 - 44;35;Femenino;Conductor;756
10/1/2020;Enero;Viernes;10:40:00;Diurno;25 - 34;25;Masculino;Conductor;819
10/1/2020;Enero;Viernes;10:40:00;Diurno;65 - 74;65;Femenino;Conductor;819
10/1/2020;Enero;Viernes;10:40:00;Diurno;25 - 34;31;Femenino;Acompañante;819
8/1/2020;Enero;Miércoles;18:30:00;Diurno;35 - 44;36;Femenino;Conductor;568
9/1/2020;Enero;Jueves;00:30:00;Nocturno;25 - 34;29;Masculino;Conductor;805
11/1/2020;Enero;Sábado;07:20:00;Diurno;25 - 34;25;Masculino;Conductor;651
8/1/2020;Enero;Miércoles;19:25:00;Nocturno;15 - 24;17;Masculino;Conductor;217
9/1/2020;Enero;Jueves;01:45:00;Nocturno;25 - 34;26;Masculino;Conductor;217
11/1/2020;Enero;Sábado;11:00:00;Diurno;25 - 34;25;Masculino;Conductor;532
12/1/2020;Enero;Domingo;12:40:00;Diurno;55 - 64;56;Femenino;Acompañante;182
12/1/2020;Enero;Domingo;12:40:00;Diurno;55 - 64;59;Masculino;Conductor;182
5/1/2020;Enero;Domingo;21:45:00;Nocturno;5 - 14;12;Masculino;Acompañante;441
12/1/2020;Enero;Domingo;12:30:00;Diurno;35 - 44;41;Masculino;Conductor;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;25 - 34;31;Femenino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;5 - 14;8;Masculino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;0 - 4;3;Femenino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;55 - 64;59;Masculino;Conductor;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;25 - 34;27;Masculino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;0 - 4;2;Femenino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;15 - 24;21;Femenino;Acompañante;483
12/1/2020;Enero;Domingo;12:30:00;Diurno;0 - 4;3;Masculino;Acompañante;483
10/1/2020;Enero;Viernes;17:00:00;Diurno;65 - 74;71;Masculino;Conductor;420
10/1/2020;Enero;Viernes;17:00:00;Diurno;45 - 54;51;Femenino;Acompañante;420
10/1/2020;Enero;Viernes;17:00:00;Diurno;75 y más;77;Masculino;Acompañante;420
12/1/2020;Enero;Domingo;20:00:00;Nocturno;35 - 44;42;Femenino;Acompañante;763
12/1/2020;Enero;Domingo;20:40:00;Nocturno;0 - 4;4;Masculino;Acompañante;91
11/1/2020;Enero;Sábado;14:00:00;Diurno;35 - 44;38;Masculino;Conductor;224
11/1/2020;Enero;Sábado;14:00:00;Diurno;75 y más;80;Femenino;Acompañante;224
11/1/2020;Enero;Sábado;14:00:00;Diurno;5 - 14;12;Masculino;Acompañante;224
12/1/2020;Enero;Domingo;06:20:00;Nocturno;55 - 64;60;Femenino;Sin determinar;854
7/1/2020;Enero;Martes;01:45:00;Nocturno;15 - 24;19;Masculino;Conductor;322
7/1/2020;Enero;Martes;01:45:00;Nocturno;55 - 64;57;Masculino;Acompañante;322
12/1/2020;Enero;Domingo;07:00:00;Diurno;15 - 24;24;Masculino;Conductor;518
12/1/2020;Enero;Domingo;07:00:00;Diurno;25 - 34;26;Masculino;Acompañante;518
12/1/2020;Enero;Domingo;21:00:00;Nocturno;25 - 34;33;Femenino;Acompañante;119
12/1/2020;Enero;Domingo;21:00:00;Nocturno;0 - 4;3;Masculino;Acompañante;119
12/1/2020;Enero;Domingo;21:00:00;Nocturno;25 - 34;27;Femenino;Acompañante;119
12/1/2020;Enero;Domingo;21:00:00;Nocturno;5 - 14;6;Masculino;Acompañante;119
12/1/2020;Enero;Domingo;20:15:00;Nocturno;15 - 24;20;Masculino;Conductor;175
12/1/2020;Enero;Domingo;20:15:00;Nocturno;15 - 24;20;Masculino;Acompañante;175
12/1/2020;Enero;Domingo;20:15:00;Nocturno;15 - 24;20;Masculino;Acompañante;175
12/1/2020;Enero;Domingo;20:15:00;Nocturno;15 - 24;19;Masculino;Acompañante;175
12/1/2020;Enero;Domingo;20:15:00;Nocturno;15 - 24;20;Masculino;Acompañante;175
9/1/2020;Enero;Jueves;14:35:00;Diurno;15 - 24;21;Femenino;Acompañante;441
11/1/2020;Enero;Sábado;00:40:00;Nocturno;0 - 4;1;Femenino;Pasajero;217
11/1/2020;Enero;Sábado;00:40:00;Nocturno;25 - 34;29;Masculino;Conductor;217
13/1/2020;Enero;Lunes;18:20:00;Diurno;15 - 24;22;Femenino;Acompañante;392
13/1/2020;Enero;Lunes;18:20:00;Diurno;65 - 74;69;Femenino;Acompañante;392
13/1/2020;Enero;Lunes;18:20:00;Diurno;35 - 44;42;Masculino;Conductor;392
9/1/2020;Enero;Jueves;01:10:00;Nocturno;25 - 34;25;Masculino;Conductor;35
9/1/2020;Enero;Jueves;01:10:00;Nocturno;15 - 24;20;Femenino;Acompañante;35
12/1/2020;Enero;Domingo;02:00:00;Nocturno;15 - 24;17;Femenino;Acompañante;882
14/1/2020;Enero;Martes;11:00:00;Diurno;35 - 44;44;Masculino;Conductor;224
9/1/2020;Enero;Jueves;17:00:00;Diurno;35 - 44;43;Masculino;Conductor;515
10/1/2020;Enero;Viernes;01:00:00;Nocturno;25 - 34;31;Masculino;Conductor;515
13/1/2020;Enero;Lunes;22:30:00;Nocturno;35 - 44;35;Masculino;Sin determinar;623
15/1/2020;Enero;Miércoles;06:15:00;Nocturno;35 - 44;40;Masculino;Conductor;515
7/1/2020;Enero;Martes;07:15:00;Diurno;35 - 44;39;Masculino;Conductor;483
15/1/2020;Enero;Miércoles;01:05:00;Nocturno;55 - 64;55;Femenino;Acompañante;336
13/1/2020;Enero;Lunes;10:54:00;Diurno;35 - 44;42;Masculino;Conductor;336
13/1/2020;Enero;Lunes;10:54:00;Diurno;25 - 34;32;Femenino;Acompañante;336
15/1/2020;Enero;Miércoles;09:30:00;Diurno;15 - 24;22;Femenino;Acompañante;728
15/1/2020;Enero;Miércoles;12:25:00;Diurno;15 - 24;22;Masculino;Conductor;728
15/1/2020;Enero;Miércoles;12:00:00;Diurno;35 - 44;37;Masculino;Conductor;420
15/1/2020;Enero;Miércoles;12:00:00;Diurno;5 - 14;5;Masculino;Acompañante;420
15/1/2020;Enero;Miércoles;12:00:00;Diurno;45 - 54;46;Masculino;Conductor;420
15/1/2020;Enero;Miércoles;12:00:00;Diurno;35 - 44;44;Femenino;Acompañante;420
15/1/2020;Enero;Miércoles;11:30:00;Diurno;35 - 44;43;Femenino;Conductor;203
15/1/2020;Enero;Miércoles;11:30:00;Diurno;15 - 24;19;Femenino;Acompañante;203
15/1/2020;Enero;Miércoles;11:30:00;Diurno;15 - 24;21;Femenino;Acompañante;203
15/1/2020;Enero;Miércoles;11:30:00;Diurno;5 - 14;10;Masculino;Acompañante;203
16/1/2020;Enero;Jueves;05:10:00;Nocturno;45 - 54;54;Masculino;Conductor;35
16/1/2020;Enero;Jueves;11:25:00;Diurno;35 - 44;38;Masculino;Conductor;791
16/1/2020;Enero;Jueves;11:25:00;Diurno;35 - 44;40;Femenino;Acompañante;791
16/1/2020;Enero;Jueves;11:25:00;Diurno;5 - 14;10;Masculino;Acompañante;791
16/1/2020;Enero;Jueves;11:25:00;Diurno;5 - 14;8;Femenino;Acompañante;791
16/1/2020;Enero;Jueves;11:25:00;Diurno;5 - 14;5;Masculino;Acompañante;791
16/1/2020;Enero;Jueves;11:25:00;Diurno;55 - 64;58;Masculino;Conductor;791
3/1/2020;Enero;Viernes;13:00:00;Diurno;35 - 44;38;Masculino;Conductor;91
16/1/2020;Enero;Jueves;20:45:00;Nocturno;25 - 34;30;Femenino;Conductor;364
9/1/2020;Enero;Jueves;04:00:00;Nocturno;25 - 34;29;Masculino;Conductor;112
9/1/2020;Enero;Jueves;04:00:00;Nocturno;25 - 34;31;Masculino;Acompañante;112
9/1/2020;Enero;Jueves;04:00:00;Nocturno;25 - 34;31;Masculino;Conductor;112
15/1/2020;Enero;Miércoles;20:30:00;Nocturno;15 - 24;18;Masculino;Peaton;623
15/1/2020;Enero;Miércoles;20:30:00;Nocturno;15 - 24;16;Femenino;Peaton;623
17/1/2020;Enero;Viernes;23:30:00;Nocturno;15 - 24;22;Masculino;Conductor;483
17/1/2020;Enero;Viernes;23:30:00;Nocturno;15 - 24;18;Femenino;Acompañante;483
16/1/2020;Enero;Jueves;10:30:00;Diurno;65 - 74;65;Masculino;Conductor;728
13/1/2020;Enero;Lunes;18:40:00;Diurno;15 - 24;22;Masculino;Conductor;476
13/1/2020;Enero;Lunes;12:30:00;Diurno;25 - 34;26;Femenino;Conductor;210
14/1/2020;Enero;Martes;17:40:00;Diurno;15 - 24;18;Femenino;Acompañante;217
19/1/2020;Enero;Domingo;00:30:00;Nocturno;25 - 34;28;Masculino;Conductor;126
18/1/2020;Enero;Sábado;10:00:00;Diurno;15 - 24;21;Masculino;Conductor;581
18/1/2020;Enero;Sábado;10:00:00;Diurno;15 - 24;22;Masculino;Acompañante;581
18/1/2020;Enero;Sábado;19:50:00;Nocturno;25 - 34;29;Masculino;Conductor;441
19/1/2020;Enero;Domingo;19:30:00;Nocturno;35 - 44;36;Masculino;Conductor;119
19/1/2020;Enero;Domingo;03:00:00;Nocturno;45 - 54;47;Masculino;Sin determinar;126
20/1/2020;Enero;Lunes;00:10:00;Nocturno;25 - 34;25;Masculino;Conductor;119
20/1/2020;Enero;Lunes;00:10:00;Nocturno;35 - 44;38;Masculino;Conductor;119
20/1/2020;Enero;Lunes;01:30:00;Nocturno;75 y más;78;Masculino;Conductor;568
20/1/2020;Enero;Lunes;05:00:00;Nocturno;15 - 24;18;Masculino;Conductor;70
18/1/2020;Enero;Sábado;21:40:00;Nocturno;15 - 24;24;Masculino;Conductor;648
15/1/2020;Enero;Miércoles;06:30:00;Nocturno;25 - 34;26;Masculino;Acompañante;126
15/1/2020;Enero;Miércoles;06:30:00;Nocturno;25 - 34;31;Masculino;Acompañante;126
20/1/2020;Enero;Lunes;02:30:00;Nocturno;45 - 54;54;Femenino;Conductor;791
19/1/2020;Enero;Domingo;19:30:00;Nocturno;5 - 14;8;Femenino;Acompañante;91
18/1/2020;Enero;Sábado;13:30:00;Diurno;15 - 24;15;Femenino;Acompañante;260
19/1/2020;Enero;Domingo;21:15:00;Nocturno;35 - 44;39;Masculino;Conductor;644
19/1/2020;Enero;Domingo;21:15:00;Nocturno;25 - 34;29;Masculino;Acompañante;644
19/1/2020;Enero;Domingo;21:15:00;Nocturno;15 - 24;21;Masculino;Acompañante;644
19/1/2020;Enero;Domingo;21:15:00;Nocturno;15 - 24;17;Masculino;Acompañante;644
19/1/2020;Enero;Domingo;21:15:00;Nocturno;15 - 24;15;Masculino;Acompañante;644
19/1/2020;Enero;Domingo;02:00:00;Nocturno;35 - 44;35;Femenino;Acompañante;336
20/1/2020;Enero;Lunes;01:00:00;Nocturno;25 - 34;26;Femenino;Conductor;441
19/1/2020;Enero;Domingo;19:30:00;Nocturno;55 - 64;62;Masculino;Conductor;602
20/1/2020;Enero;Lunes;00:40:00;Nocturno;15 - 24;23;Masculino;Peaton;518
21/1/2020;Enero;Martes;22:35:00;Nocturno;35 - 44;38;Femenino;Conductor;364
21/1/2020;Enero;Martes;23:10:00;Nocturno;25 - 34;34;Masculino;Conductor;560
21/1/2020;Enero;Martes;23:55:00;Nocturno;25 - 34;28;Femenino;Sin determinar;568
20/1/2020;Enero;Lunes;23:00:00;Nocturno;35 - 44;37;Masculino;Conductor;399
20/1/2020;Enero;Lunes;16:15:00;Diurno;75 y más;79;Femenino;Acompañante;511
20/1/2020;Enero;Lunes;16:15:00;Diurno;25 - 34;25;Femenino;Pasajero;511
20/1/2020;Enero;Lunes;16:15:00;Diurno;0 - 4;3;Masculino;Pasajero;511
20/1/2020;Enero;Lunes;16:15:00;Diurno;5 - 14;8;Masculino;Pasajero;511
20/1/2020;Enero;Lunes;16:15:00;Diurno;5 - 14;6;Masculino;Pasajero;511
21/1/2020;Enero;Martes;23:30:00;Nocturno;45 - 54;49;Masculino;Conductor;56
21/1/2020;Enero;Martes;23:30:00;Nocturno;25 - 34;26;Masculino;Acompañante;56
23/1/2020;Enero;Jueves;07:30:00;Diurno;25 - 34;33;Masculino;Conductor;410
20/1/2020;Enero;Lunes;16:25:00;Diurno;25 - 34;34;Masculino;Conductor;861
23/1/2020;Enero;Jueves;09:25:00;Diurno;35 - 44;36;Masculino;Conductor;756
23/1/2020;Enero;Jueves;05:15:00;Nocturno;45 - 54;53;Masculino;Conductor;518
23/1/2020;Enero;Jueves;05:15:00;Nocturno;45 - 54;49;Masculino;Conductor;518
23/1/2020;Enero;Jueves;05:15:00;Nocturno;0 - 4;2;Masculino;Acompañante;518
22/1/2020;Enero;Miércoles;22:35:00;Nocturno;25 - 34;31;Masculino;Conductor;623
22/1/2020;Enero;Miércoles;22:35:00;Nocturno;35 - 44;44;Masculino;Conductor;623
23/1/2020;Enero;Jueves;17:00:00;Diurno;35 - 44;38;Masculino;Conductor;735
23/1/2020;Enero;Jueves;17:00:00;Diurno;65 - 74;69;Masculino;Conductor;735
23/1/2020;Enero;Jueves;17:00:00;Diurno;0 - 4;1;Masculino;Acompañante;735
24/1/2020;Enero;Viernes;01:00:00;Nocturno;25 - 34;33;Femenino;Conductor;406
24/1/2020;Enero;Viernes;01:00:00;Nocturno;35 - 44;35;Masculino;Acompañante;406
23/1/2020;Enero;Jueves;23:45:00;Nocturno;55 - 64;64;Masculino;Conductor;700
24/1/2020;Enero;Viernes;00:45:00;Nocturno;45 - 54;51;Femenino;Acompañante;700
22/1/2020;Enero;Miércoles;09:20:00;Diurno;Sin determinar;Sin determinar;Masculino;Sin determinar;547
24/1/2020;Enero;Viernes;11:10:00;Diurno;55 - 64;58;Femenino;Acompañante;112
25/1/2020;Enero;Sábado;08:10:00;Diurno;25 - 34;33;Femenino;Acompañante;763
26/1/2020;Enero;Domingo;06:40:00;Nocturno;25 - 34;29;Masculino;Conductor;840
23/1/2020;Enero;Jueves;22:40:00;Nocturno;65 - 74;68;Masculino;Conductor;466
26/1/2020;Enero;Domingo;08:55:00;Diurno;45 - 54;49;Femenino;Conductor;568
26/1/2020;Enero;Domingo;18:00:00;Diurno;45 - 54;52;Femenino;Acompañante;357
26/1/2020;Enero;Domingo;18:00:00;Diurno;25 - 34;25;Femenino;Acompañante;357
25/1/2020;Enero;Sábado;15:30:00;Diurno;35 - 44;43;Femenino;Conductor;119
25/1/2020;Enero;Sábado;15:30:00;Diurno;5 - 14;14;Femenino;Acompañante;119
25/1/2020;Enero;Sábado;15:30:00;Diurno;5 - 14;12;Femenino;Acompañante;119
25/1/2020;Enero;Sábado;15:30:00;Diurno;15 - 24;15;Femenino;Acompañante;119
26/1/2020;Enero;Domingo;03:20:00;Nocturno;25 - 34;34;Masculino;Conductor;119
27/1/2020;Enero;Lunes;08:00:00;Diurno;45 - 54;47;Femenino;Acompañante;568
26/1/2020;Enero;Domingo;12:50:00;Diurno;45 - 54;53;Masculino;Conductor;329
22/1/2020;Enero;Miércoles;17:35:00;Diurno;35 - 44;38;Femenino;Conductor;270
23/1/2020;Enero;Jueves;22:45:00;Nocturno;15 - 24;21;Masculino;Conductor;270
25/1/2020;Enero;Sábado;08:00:00;Diurno;25 - 34;27;Masculino;Conductor;91
25/1/2020;Enero;Sábado;08:00:00;Diurno;15 - 24;17;Femenino;Acompañante;91
25/1/2020;Enero;Sábado;15:40:00;Diurno;5 - 14;13;Masculino;Acompañante;238
25/1/2020;Enero;Sábado;15:40:00;Diurno;35 - 44;44;Femenino;Acompañante;238
25/1/2020;Enero;Sábado;15:40:00;Diurno;45 - 54;45;Masculino;Conductor;238
25/1/2020;Enero;Sábado;15:40:00;Diurno;25 - 34;28;Femenino;Acompañante;238
25/1/2020;Enero;Sábado;15:40:00;Diurno;25 - 34;32;Masculino;Conductor;238
25/1/2020;Enero;Sábado;15:40:00;Diurno;35 - 44;39;Masculino;Conductor;238
27/1/2020;Enero;Lunes;11:20:00;Diurno;55 - 64;62;Femenino;Conductor;112
27/1/2020;Enero;Lunes;11:20:00;Diurno;5 - 14;11;Masculino;Acompañante;112
27/1/2020;Enero;Lunes;00:45:00;Nocturno;55 - 64;58;Masculino;Conductor;420
27/1/2020;Enero;Lunes;00:45:00;Nocturno;35 - 44;40;Femenino;Acompañante;420
27/1/2020;Enero;Lunes;00:45:00;Nocturno;75 y más;86;Masculino;Acompañante;420
27/1/2020;Enero;Lunes;00:45:00;Nocturno;5 - 14;8;Masculino;Acompañante;420
27/1/2020;Enero;Lunes;00:45:00;Nocturno;5 - 14;11;Masculino;Acompañante;420
27/1/2020;Enero;Lunes;01:55:00;Nocturno;25 - 34;34;Masculino;Conductor;392
27/1/2020;Enero;Lunes;11:00:00;Diurno;15 - 24;16;Masculino;Pasajero;392
27/1/2020;Enero;Lunes;11:00:00;Diurno;15 - 24;16;Femenino;Pasajero;392
27/1/2020;Enero;Lunes;17:30:00;Diurno;0 - 4;2;Femenino;Pasajero;357
25/1/2020;Enero;Sábado;04:30:00;Nocturno;15 - 24;24;Masculino;Conductor;224
26/1/2020;Enero;Domingo;04:30:00;Nocturno;25 - 34;30;Masculino;Conductor;224
26/1/2020;Enero;Domingo;04:30:00;Nocturno;25 - 34;27;Masculino;Acompañante;224
26/1/2020;Enero;Domingo;22:55:00;Nocturno;15 - 24;20;Masculino;Acompañante;147
27/1/2020;Enero;Lunes;22:10:00;Nocturno;45 - 54;49;Femenino;Conductor;655
27/1/2020;Enero;Lunes;22:10:00;Nocturno;45 - 54;49;Femenino;Acompañante;655
27/1/2020;Enero;Lunes;22:10:00;Nocturno;35 - 44;41;Masculino;Acompañante;655
27/1/2020;Enero;Lunes;22:10:00;Nocturno;35 - 44;38;Masculino;Acompañante;655
25/1/2020;Enero;Sábado;08:10:00;Diurno;15 - 24;22;Masculino;Sin determinar;826
25/1/2020;Enero;Sábado;19:55:00;Nocturno;25 - 34;31;Masculino;Conductor;826
25/1/2020;Enero;Sábado;19:55:00;Nocturno;15 - 24;17;Femenino;Acompañante;826
28/1/2020;Enero;Martes;12:05:00;Diurno;25 - 34;28;Femenino;Conductor;91
27/1/2020;Enero;Lunes;13:30:00;Diurno;75 y más;82;Femenino;Acompañante;134
27/1/2020;Enero;Lunes;13:30:00;Diurno;45 - 54;46;Femenino;Conductor;134
27/1/2020;Enero;Lunes;13:30:00;Diurno;55 - 64;60;Masculino;Conductor;134
27/1/2020;Enero;Lunes;13:30:00;Diurno;5 - 14;14;Masculino;Acompañante;134
27/1/2020;Enero;Lunes;13:30:00;Diurno;65 - 74;67;Masculino;Acompañante;134
27/1/2020;Enero;Lunes;21:15:00;Nocturno;45 - 54;46;Masculino;Conductor;812
22/1/2020;Enero;Miércoles;21:45:00;Nocturno;45 - 54;50;Masculino;Conductor;609
22/1/2020;Enero;Miércoles;21:45:00;Nocturno;35 - 44;35;Masculino;Conductor;609
22/1/2020;Enero;Miércoles;21:45:00;Nocturno;25 - 34;25;Masculino;Acompañante;609
28/1/2020;Enero;Martes;10:00:00;Diurno;25 - 34;30;Masculino;Conductor;840
29/1/2020;Enero;Miércoles;10:40:00;Diurno;35 - 44;44;Femenino;Sin determinar;833
23/1/2020;Enero;Jueves;08:30:00;Diurno;25 - 34;30;Femenino;Acompañante;56
29/1/2020;Enero;Miércoles;22:30:00;Nocturno;25 - 34;32;Femenino;Conductor;560
1/2/2020;Febrero;Sábado;01:10:00;Nocturno;45 - 54;53;Femenino;Acompañante;238
1/2/2020;Febrero;Sábado;01:10:00;Nocturno;65 - 74;72;Masculino;Conductor;238
30/1/2020;Enero;Jueves;23:30:00;Nocturno;15 - 24;20;Femenino;Conductor;441
1/2/2020;Febrero;Sábado;10:30:00;Diurno;45 - 54;48;Femenino;Acompañante;134
1/2/2020;Febrero;Sábado;10:30:00;Diurno;45 - 54;50;Masculino;Conductor;134
1/2/2020;Febrero;Sábado;10:30:00;Diurno;5 - 14;7;Femenino;Acompañante;134
1/2/2020;Febrero;Sábado;10:30:00;Diurno;5 - 14;11;Masculino;Acompañante;134
1/2/2020;Febrero;Sábado;10:30:00;Diurno;45 - 54;47;Masculino;Conductor;134
1/2/2020;Febrero;Sábado;18:05:00;Diurno;35 - 44;36;Femenino;Conductor;217
1/2/2020;Febrero;Sábado;18:05:00;Diurno;5 - 14;13;Femenino;Acompañante;217
1/2/2020;Febrero;Sábado;18:05:00;Diurno;0 - 4;2;Masculino;Acompañante;217
1/2/2020;Febrero;Sábado;18:05:00;Diurno;35 - 44;36;Masculino;Acompañante;217
