Origen de la base;Código de partido;Fecha del hecho;Mes;Hora del hecho;Diurno/Nocturno;Edad;Edad agrupada;Sexo
Ministerio de Seguridad;714;17/4/2018;Abril;21:30:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;077;20/4/2018;Abril;22:00:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;623;22/4/2018;Abril;19:21:00;Nocturno;63;55 a 64;Varón
Ministerio de Seguridad;623;22/4/2018;Abril;19:21:00;Nocturno;69;65 a 74;Varón
Ministerio de Seguridad;623;24/4/2018;Abril;19:45:00;Nocturno;18;15 a 24;Mujer
Ministerio de Seguridad;077;13/5/2018;Mayo;01:15:00;Nocturno;14;5 a 14;Varón
Ministerio de Seguridad;623;21/5/2018;Mayo;19:00:00;Diurno;60;55 a 64;Mujer
Ministerio de Seguridad;714;19/5/2018;Mayo;14:00:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;623;19/5/2018;Mayo;18:10:00;Diurno;46;45 a 54;Varón
Ministerio de Seguridad;623;27/5/2018;Mayo;20:10:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;175;29/5/2018;Mayo;13:45:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;763;4/1/2018;Enero;10:30:00;Diurno;39;35 a 44;Varón
Ministerio de Seguridad;763;8/1/2018;Enero;08:00:00;Diurno;32;25 a 34;Varón
Ministerio de Seguridad;763;16/1/2018;Enero;10:00:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;665;2/2/2018;Febrero;23:00:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;665;13/3/2018;Marzo;22:30:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;763;17/3/2018;Marzo;14:00:00;Diurno;20;15 a 24;Varón
Ministerio de Seguridad;665;23/3/2018;Marzo;06:10:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;770;31/3/2018;Marzo;19:40:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;665;17/4/2018;Abril;10:15:00;Diurno;45;45 a 54;Mujer
Ministerio de Seguridad;770;17/4/2018;Abril;18:00:00;Diurno;34;25 a 34;Varón
Ministerio de Seguridad;763;5/5/2018;Mayo;12:00:00;Diurno;43;35 a 44;Mujer
Ministerio de Seguridad;763;5/5/2018;Mayo;18:00:00;Diurno;58;55 a 64;Mujer
Ministerio de Seguridad;763;6/6/2018;Junio;14:30:00;Diurno;67;65 a 74;Mujer
Ministerio de Seguridad;763;6/6/2018;Junio;18:00:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;763;22/6/2018;Junio;17:00:00;Diurno;22;15 a 24;Mujer
Ministerio de Seguridad;665;8/7/2018;Julio;12:15:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;763;19/7/2018;Julio;05:20:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;070;30/7/2018;Julio;15:30:00;Diurno;61;55 a 64;Varón
Ministerio de Seguridad;763;19/8/2018;Agosto;21:30:00;Nocturno;7;5 a 14;Varón
Ministerio de Seguridad;070;20/8/2018;Agosto;19:20:00;Nocturno;44;35 a 44;Varón
Ministerio de Seguridad;770;21/8/2018;Agosto;19:30:00;Nocturno;61;55 a 64;Varón
Ministerio de Seguridad;763;1/9/2018;Septiembre;17:00:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;763;2/10/2018;Octubre;20:30:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;763;11/10/2018;Octubre;20:00:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;763;7/11/2018;Noviembre;16:30:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;763;22/11/2018;Noviembre;01:00:00;Nocturno;41;35 a 44;Mujer
Ministerio de Seguridad;763;16/12/2018;Diciembre;01:30:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;175;6/1/2018;Enero;19:40:00;Nocturno;37;35 a 44;Mujer
Ministerio de Seguridad;077;3/1/2018;Enero;06:30:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;077;3/1/2018;Enero;06:30:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;175;9/1/2018;Enero;10:50:00;Diurno;41;35 a 44;Mujer
Ministerio de Seguridad;077;16/1/2018;Enero;20:24:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;623;17/1/2018;Enero;20:10:00;Nocturno;25;25 a 34;Varón
Ministerio de Seguridad;175;29/1/2018;Enero;12:35:00;Diurno;39;35 a 44;Mujer
Ministerio de Seguridad;623;14/2/2018;Febrero;16:20:00;Diurno;39;35 a 44;Mujer
Ministerio de Seguridad;623;18/2/2018;Febrero;00:30:00;Nocturno;31;25 a 34;Mujer
Ministerio de Seguridad;623;18/2/2018;Febrero;00:30:00;Nocturno;6;5 a 14;Varón
Ministerio de Seguridad;623;18/2/2018;Febrero;00:30:00;Nocturno;34;25 a 34;Varón
Ministerio de Seguridad;623;22/2/2018;Febrero;16:45:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;623;23/2/2018;Febrero;02:10:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;077;26/2/2018;Febrero;19:30:00;Nocturno;17;15 a 24;Mujer
Ministerio de Seguridad;077;26/2/2018;Febrero;16:10:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;623;3/3/2018;Marzo;20:00:00;Nocturno;28;25 a 34;Mujer
Ministerio de Seguridad;623;9/3/2018;Marzo;11:40:00;Diurno;40;35 a 44;Mujer
Ministerio de Seguridad;623;10/3/2018;Marzo;05:45:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;686;12/3/2018;Marzo;23:30:00;Nocturno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;623;16/3/2018;Marzo;21:25:00;Nocturno;45;45 a 54;Mujer
Ministerio de Seguridad;175;21/3/2018;Marzo;14:00:00;Diurno;29;25 a 34;Varón
Ministerio de Seguridad;175;21/3/2018;Marzo;14:00:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;623;28/3/2018;Marzo;04:25:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;077;3/4/2018;Abril;14:20:00;Diurno;35;35 a 44;Mujer
Ministerio de Seguridad;623;3/4/2018;Abril;11:00:00;Diurno;52;45 a 54;Varón
Ministerio de Seguridad;175;4/4/2018;Abril;10:35:00;Diurno;23;15 a 24;Mujer
Ministerio de Seguridad;077;7/4/2018;Abril;07:50:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;175;24/4/2018;Abril;12:10:00;Diurno;36;35 a 44;Mujer
Ministerio de Seguridad;770;8/1/2018;Enero;02:30:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;763;20/1/2018;Enero;22:00:00;Nocturno;54;45 a 54;Mujer
Ministerio de Seguridad;763;7/2/2018;Febrero;22:00:00;Nocturno;73;65 a 74;Varón
Ministerio de Seguridad;763;18/2/2018;Febrero;13:00:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;763;19/2/2018;Febrero;19:00:00;Diurno;56;55 a 64;Varón
Ministerio de Seguridad;770;10/3/2018;Marzo;07:05:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;763;13/3/2018;Marzo;17:30:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;770;17/3/2018;Marzo;08:00:00;Diurno;14;5 a 14;Varón
Ministerio de Seguridad;770;22/3/2018;Marzo;18:00:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;763;18/4/2018;Abril;14:00:00;Diurno;22;15 a 24;Mujer
Ministerio de Seguridad;763;15/5/2018;Mayo;02:00:00;Nocturno;25;25 a 34;Varón
Ministerio de Seguridad;763;10/6/2018;Junio;20:45:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;763;11/7/2018;Julio;16:00:00;Diurno;67;65 a 74;Mujer
Ministerio de Seguridad;763;18/7/2018;Julio;05:25:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;070;6/8/2018;Agosto;14:00:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;763;12/8/2018;Agosto;16:00:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;665;17/8/2018;Agosto;02:45:00;Nocturno;42;35 a 44;Varón
Ministerio de Seguridad;763;20/8/2018;Agosto;19:00:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;763;21/8/2018;Agosto;17:30:00;Diurno;32;25 a 34;Mujer
Ministerio de Seguridad;665;2/10/2018;Octubre;18:30:00;Diurno;17;15 a 24;Mujer
Ministerio de Seguridad;763;8/10/2018;Octubre;11:00:00;Diurno;52;45 a 54;Varón
Ministerio de Seguridad;763;1/11/2018;Noviembre;22:00:00;Nocturno;45;45 a 54;Mujer
Ministerio de Seguridad;763;2/11/2018;Noviembre;04:30:00;Nocturno;27;25 a 34;Varón
Ministerio de Seguridad;763;8/11/2018;Noviembre;17:30:00;Diurno;38;35 a 44;Varón
Ministerio de Seguridad;623;11/1/2018;Enero;10:51:00;Diurno;57;55 a 64;Varón
Ministerio de Seguridad;623;12/1/2018;Enero;12:10:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;714;15/1/2018;Enero;01:45:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;623;19/1/2018;Enero;19:00:00;Diurno;67;65 a 74;Varón
Ministerio de Seguridad;623;19/1/2018;Enero;19:00:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;623;24/1/2018;Enero;21:37:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;623;29/1/2018;Enero;20:05:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;714;3/2/2018;Febrero;15:25:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;175;6/2/2018;Febrero;13:50:00;Diurno;66;65 a 74;Mujer
Ministerio de Seguridad;686;16/2/2018;Febrero;23:45:00;Nocturno;53;45 a 54;Varón
Ministerio de Seguridad;077;22/2/2018;Febrero;07:00:00;Nocturno;46;45 a 54;Varón
Ministerio de Seguridad;623;28/2/2018;Febrero;00:50:00;Nocturno;31;25 a 34;Varón
Ministerio de Seguridad;623;28/2/2018;Febrero;00:50:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;623;28/2/2018;Febrero;07:54:00;Diurno;17;15 a 24;Mujer
Ministerio de Seguridad;623;28/2/2018;Febrero;07:54:00;Diurno;19;15 a 24;Mujer
Ministerio de Seguridad;077;5/3/2018;Marzo;21:00:00;Nocturno;66;65 a 74;Mujer
Ministerio de Seguridad;077;5/3/2018;Marzo;21:00:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;623;11/3/2018;Marzo;22:00:00;Nocturno;60;55 a 64;Varón
Ministerio de Seguridad;175;17/3/2018;Marzo;01:50:00;Nocturno;15;15 a 24;Mujer
Ministerio de Seguridad;175;17/3/2018;Marzo;01:50:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;077;16/3/2018;Marzo;22:30:00;Nocturno;17;15 a 24;Varón
Ministerio de Seguridad;077;22/3/2018;Marzo;20:00:00;Nocturno;45;45 a 54;Varón
Ministerio de Seguridad;623;1/4/2018;Abril;15:16:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;623;5/4/2018;Abril;16:45:00;Diurno;52;45 a 54;Varón
Ministerio de Seguridad;623;10/4/2018;Abril;15:15:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;623;13/4/2018;Abril;17:10:00;Diurno;41;35 a 44;Varón
Ministerio de Seguridad;623;18/4/2018;Abril;22:04:00;Nocturno;54;45 a 54;Varón
Ministerio de Seguridad;623;24/4/2018;Abril;20:30:00;Nocturno;3;0 a 4;Mujer
Ministerio de Seguridad;623;29/4/2018;Abril;00:00:00;Nocturno;24;15 a 24;Mujer
Ministerio de Seguridad;623;9/5/2018;Mayo;00:00:00;Nocturno;19;15 a 24;Mujer
Ministerio de Seguridad;623;9/5/2018;Mayo;00:00:00;Nocturno;18;15 a 24;Mujer
Ministerio de Seguridad;763;18/1/2018;Enero;18:00:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;770;20/1/2018;Enero;23:30:00;Nocturno;48;45 a 54;Varón
Ministerio de Seguridad;763;22/1/2018;Enero;21:15:00;Nocturno;33;25 a 34;Varón
Ministerio de Seguridad;770;8/2/2018;Febrero;19:00:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;770;18/2/2018;Febrero;21:00:00;Nocturno;30;25 a 34;Varón
Ministerio de Seguridad;770;7/3/2018;Marzo;18:45:00;Diurno;15;15 a 24;Varón
Ministerio de Seguridad;763;16/3/2018;Marzo;05:00:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;763;19/3/2018;Marzo;12:00:00;Diurno;24;15 a 24;Mujer
Ministerio de Seguridad;770;6/4/2018;Abril;05:10:00;Nocturno;54;45 a 54;Mujer
Ministerio de Seguridad;665;3/5/2018;Mayo;11:15:00;Diurno;50;45 a 54;Varón
Ministerio de Seguridad;763;4/7/2018;Julio;21:30:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;763;14/7/2018;Julio;04:30:00;Nocturno;27;25 a 34;Mujer
Ministerio de Seguridad;763;14/7/2018;Julio;04:30:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;763;21/7/2018;Julio;09:30:00;Diurno;28;25 a 34;Varón
Ministerio de Seguridad;770;28/7/2018;Julio;21:00:00;Nocturno;43;35 a 44;Varón
Ministerio de Seguridad;763;31/7/2018;Julio;11:30:00;Diurno;47;45 a 54;Varón
Ministerio de Seguridad;763;16/8/2018;Agosto;21:30:00;Nocturno;33;25 a 34;Varón
Ministerio de Seguridad;763;17/8/2018;Agosto;21:30:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;763;18/8/2018;Agosto;14:30:00;Diurno;36;35 a 44;Varón
Ministerio de Seguridad;763;24/8/2018;Agosto;19:00:00;Diurno;29;25 a 34;Mujer
Ministerio de Seguridad;763;25/8/2018;Agosto;07:00:00;Nocturno;Sin determinar;Sin determinar;Sin determinar
Ministerio de Seguridad;763;25/8/2018;Agosto;03:30:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;665;5/9/2018;Septiembre;20:30:00;Nocturno;14;5 a 14;Varón
Ministerio de Seguridad;763;19/9/2018;Septiembre;19:30:00;Nocturno;53;45 a 54;Mujer
Ministerio de Seguridad;665;25/12/2018;Diciembre;12:45:00;Diurno;31;25 a 34;Mujer
Ministerio de Seguridad;623;5/1/2018;Enero;20:00:00;Nocturno;36;35 a 44;Mujer
Ministerio de Seguridad;623;20/1/2018;Enero;23:30:00;Nocturno;14;5 a 14;Varón
Ministerio de Seguridad;175;21/1/2018;Enero;19:00:00;Diurno;71;65 a 74;Varón
Ministerio de Seguridad;623;23/1/2018;Enero;10:20:00;Diurno;64;55 a 64;Varón
Ministerio de Seguridad;623;24/1/2018;Enero;20:50:00;Nocturno;21;15 a 24;Mujer
Ministerio de Seguridad;623;24/1/2018;Enero;22:30:00;Nocturno;21;15 a 24;Mujer
Ministerio de Seguridad;175;23/1/2018;Enero;12:45:00;Diurno;22;15 a 24;Mujer
Ministerio de Seguridad;714;29/1/2018;Enero;01:40:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;623;2/2/2018;Febrero;22:30:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;686;11/2/2018;Febrero;20:30:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;175;9/2/2018;Febrero;19:30:00;Nocturno;3;0 a 4;Varón
Ministerio de Seguridad;623;15/2/2018;Febrero;19:10:00;Nocturno;6;5 a 14;Varón
Ministerio de Seguridad;623;25/2/2018;Febrero;09:45:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;623;25/2/2018;Febrero;09:45:00;Diurno;17;15 a 24;Mujer
Ministerio de Seguridad;623;24/2/2018;Febrero;20:20:00;Nocturno;38;35 a 44;Mujer
Ministerio de Seguridad;714;1/3/2018;Marzo;17:45:00;Diurno;28;25 a 34;Mujer
Ministerio de Seguridad;714;1/3/2018;Marzo;17:45:00;Diurno;38;35 a 44;Mujer
Ministerio de Seguridad;623;24/3/2018;Marzo;21:30:00;Nocturno;4;0 a 4;Mujer
Ministerio de Seguridad;623;24/3/2018;Marzo;21:30:00;Nocturno;2;0 a 4;Varón
Ministerio de Seguridad;623;24/3/2018;Marzo;21:30:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;623;24/3/2018;Marzo;21:30:00;Nocturno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;077;25/3/2018;Marzo;10:45:00;Diurno;25;25 a 34;Mujer
Ministerio de Seguridad;623;2/4/2018;Abril;02:27:00;Nocturno;32;25 a 34;Varón
Ministerio de Seguridad;623;4/4/2018;Abril;14:07:00;Diurno;42;35 a 44;Varón
Ministerio de Seguridad;686;8/4/2018;Abril;00:25:00;Nocturno;13;5 a 14;Varón
Ministerio de Seguridad;623;18/4/2018;Abril;05:50:00;Nocturno;34;25 a 34;Mujer
Ministerio de Seguridad;175;19/4/2018;Abril;12:00:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;175;22/4/2018;Abril;09:15:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;623;24/4/2018;Abril;00:00:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;623;28/4/2018;Abril;11:43:00;Diurno;16;15 a 24;Varón
Ministerio de Seguridad;770;24/1/2018;Enero;22:25:00;Nocturno;56;55 a 64;Mujer
Ministerio de Seguridad;763;13/3/2018;Marzo;08:00:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;665;19/3/2018;Marzo;__:__:00;Nocturno;29;25 a 34;Mujer
Ministerio de Seguridad;665;25/3/2018;Marzo;08:15:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;770;27/3/2018;Marzo;17:30:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;763;28/3/2018;Marzo;07:40:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;763;1/4/2018;Abril;06:30:00;Nocturno;76;75 y más;Varón
Ministerio de Seguridad;763;3/4/2018;Abril;06:15:00;Nocturno;15;15 a 24;Varón
Ministerio de Seguridad;763;12/4/2018;Abril;20:10:00;Nocturno;47;45 a 54;Varón
Ministerio de Seguridad;763;27/4/2018;Abril;17:00:00;Diurno;24;15 a 24;Varón
Ministerio de Seguridad;770;14/5/2018;Mayo;11:00:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;763;1/7/2018;Julio;22:00:00;Nocturno;20;15 a 24;Varón
Ministerio de Seguridad;770;6/7/2018;Julio;18:55:00;Diurno;27;25 a 34;Varón
Ministerio de Seguridad;763;18/7/2018;Julio;08:00:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;763;20/7/2018;Julio;22:30:00;Nocturno;28;25 a 34;Varón
Ministerio de Seguridad;770;17/8/2018;Agosto;04:00:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;763;19/8/2018;Agosto;23:30:00;Nocturno;43;35 a 44;Varón
Ministerio de Seguridad;770;25/8/2018;Agosto;04:00:00;Nocturno;24;15 a 24;Mujer
Ministerio de Seguridad;665;1/9/2018;Septiembre;05:00:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;763;11/9/2018;Septiembre;10:00:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;763;18/10/2018;Octubre;18:00:00;Diurno;37;35 a 44;Mujer
Ministerio de Seguridad;665;20/10/2018;Octubre;06:00:00;Nocturno;22;15 a 24;Varón
Ministerio de Seguridad;763;22/12/2018;Diciembre;12:00:00;Diurno;52;45 a 54;Varón
Ministerio de Seguridad;623;1/1/2018;Enero;01:30:00;Nocturno;54;45 a 54;Mujer
Ministerio de Seguridad;623;11/1/2018;Enero;01:00:00;Nocturno;16;15 a 24;Mujer
Ministerio de Seguridad;623;15/1/2018;Enero;16:30:00;Diurno;70;65 a 74;Mujer
Ministerio de Seguridad;714;18/1/2018;Enero;11:30:00;Diurno;69;65 a 74;Varón
Ministerio de Seguridad;623;6/2/2018;Febrero;14:05:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;623;6/2/2018;Febrero;14:05:00;Diurno;23;15 a 24;Mujer
Ministerio de Seguridad;623;12/2/2018;Febrero;08:50:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;714;15/2/2018;Febrero;15:30:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;623;20/2/2018;Febrero;11:48:00;Diurno;16;15 a 24;Varón
Ministerio de Seguridad;623;24/2/2018;Febrero;06:40:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;175;27/2/2018;Febrero;21:00:00;Nocturno;19;15 a 24;Mujer
Ministerio de Seguridad;175;27/2/2018;Febrero;21:00:00;Nocturno;49;45 a 54;Varón
Ministerio de Seguridad;623;6/3/2018;Marzo;16:30:00;Diurno;37;35 a 44;Varón
Ministerio de Seguridad;175;7/3/2018;Marzo;23:15:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;623;11/3/2018;Marzo;04:00:00;Nocturno;48;45 a 54;Mujer
Ministerio de Seguridad;623;15/3/2018;Marzo;00:50:00;Nocturno;34;25 a 34;Mujer
Ministerio de Seguridad;686;19/3/2018;Marzo;22:00:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;077;19/3/2018;Marzo;12:30:00;Diurno;17;15 a 24;Mujer
Ministerio de Seguridad;175;22/3/2018;Marzo;12:00:00;Diurno;60;55 a 64;Varón
Ministerio de Seguridad;623;27/3/2018;Marzo;22:00:00;Nocturno;40;35 a 44;Varón
Ministerio de Seguridad;623;21/3/2018;Marzo;19:45:00;Nocturno;27;25 a 34;Mujer
Ministerio de Seguridad;623;21/3/2018;Marzo;19:45:00;Nocturno;15;15 a 24;Varón
Ministerio de Seguridad;077;29/3/2018;Marzo;23:50:00;Nocturno;29;25 a 34;Mujer
Ministerio de Seguridad;623;4/4/2018;Abril;15:00:00;Diurno;30;25 a 34;Varón
Ministerio de Seguridad;623;6/4/2018;Abril;22:00:00;Nocturno;65;65 a 74;Varón
Ministerio de Seguridad;077;11/4/2018;Abril;15:40:00;Diurno;44;35 a 44;Mujer
Ministerio de Seguridad;623;14/4/2018;Abril;11:37:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;175;16/4/2018;Abril;09:50:00;Diurno;Sin determinar;Sin determinar;Mujer
Ministerio de Seguridad;623;17/4/2018;Abril;07:00:00;Nocturno;18;15 a 24;Mujer
Ministerio de Seguridad;623;17/4/2018;Abril;07:00:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;077;19/4/2018;Abril;22:40:00;Nocturno;39;35 a 44;Varón
Ministerio de Seguridad;623;22/4/2018;Abril;21:00:00;Nocturno;21;15 a 24;Mujer
Ministerio de Seguridad;763;4/1/2018;Enero;06:15:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;763;5/2/2018;Febrero;18:20:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;763;5/2/2018;Febrero;11:00:00;Diurno;6;5 a 14;Varón
Ministerio de Seguridad;770;22/2/2018;Febrero;11:00:00;Diurno;44;35 a 44;Varón
Ministerio de Seguridad;763;10/3/2018;Marzo;19:00:00;Diurno;30;25 a 34;Mujer
Ministerio de Seguridad;763;10/3/2018;Marzo;22:30:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;763;19/3/2018;Marzo;18:30:00;Diurno;19;15 a 24;Varón
Ministerio de Seguridad;763;31/3/2018;Marzo;17:00:00;Diurno;43;35 a 44;Varón
Ministerio de Seguridad;070;12/4/2018;Abril;16:20:00;Diurno;Sin determinar;Sin determinar;Varón
Ministerio de Seguridad;763;20/5/2018;Mayo;12:00:00;Diurno;23;15 a 24;Varón
Ministerio de Seguridad;770;3/6/2018;Junio;11:55:00;Diurno;22;15 a 24;Varón
Ministerio de Seguridad;763;6/7/2018;Julio;17:55:00;Diurno;34;25 a 34;Varón
Ministerio de Seguridad;763;20/7/2018;Julio;02:15:00;Nocturno;41;35 a 44;Varón
Ministerio de Seguridad;763;27/7/2018;Julio;01:00:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;763;30/7/2018;Julio;22:00:00;Nocturno;23;15 a 24;Varón
Ministerio de Seguridad;763;31/7/2018;Julio;14:30:00;Diurno;27;25 a 34;Mujer
Ministerio de Seguridad;763;31/7/2018;Julio;22:45:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;763;7/8/2018;Agosto;09:00:00;Diurno;18;15 a 24;Varón
Ministerio de Seguridad;070;18/8/2018;Agosto;21:00:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;763;22/8/2018;Agosto;06:40:00;Nocturno;29;25 a 34;Varón
Ministerio de Seguridad;763;30/8/2018;Agosto;08:00:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;763;31/8/2018;Agosto;18:30:00;Diurno;25;25 a 34;Varón
Ministerio de Seguridad;770;11/9/2018;Septiembre;13:00:00;Diurno;55;55 a 64;Varón
Ministerio de Seguridad;763;14/10/2018;Octubre;17:00:00;Diurno;24;15 a 24;Mujer
Ministerio de Seguridad;763;4/11/2018;Noviembre;23:00:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;623;10/1/2018;Enero;02:20:00;Nocturno;24;15 a 24;Varón
Ministerio de Seguridad;623;10/1/2018;Enero;02:20:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;623;26/1/2018;Enero;19:25:00;Nocturno;23;15 a 24;Mujer
Ministerio de Seguridad;623;27/1/2018;Enero;06:30:00;Nocturno;26;25 a 34;Mujer
Ministerio de Seguridad;623;27/1/2018;Enero;02:30:00;Nocturno;18;15 a 24;Varón
Ministerio de Seguridad;623;7/2/2018;Febrero;00:58:00;Nocturno;35;35 a 44;Varón
Ministerio de Seguridad;623;20/2/2018;Febrero;12:20:00;Diurno;27;25 a 34;Mujer
Ministerio de Seguridad;623;20/2/2018;Febrero;12:20:00;Diurno;31;25 a 34;Varón
Ministerio de Seguridad;623;23/2/2018;Febrero;16:20:00;Diurno;48;45 a 54;Mujer
Ministerio de Seguridad;686;23/2/2018;Febrero;20:40:00;Nocturno;19;15 a 24;Varón
Ministerio de Seguridad;623;8/3/2018;Marzo;21:30:00;Nocturno;21;15 a 24;Varón
Ministerio de Seguridad;623;10/3/2018;Marzo;15:00:00;Diurno;40;35 a 44;Varón
Ministerio de Seguridad;623;12/3/2018;Marzo;16:50:00;Diurno;21;15 a 24;Varón
Ministerio de Seguridad;623;27/3/2018;Marzo;19:00:00;Diurno;54;45 a 54;Mujer
Ministerio de Seguridad;623;13/4/2018;Abril;21:05:00;Nocturno;37;35 a 44;Varón
Ministerio de Seguridad;077;17/4/2018;Abril;20:30:00;Nocturno;20;15 a 24;Mujer
Ministerio de Seguridad;175;26/4/2018;Abril;14:40:00;Diurno;17;15 a 24;Varón
Ministerio de Seguridad;623;27/4/2018;Abril;20:00:00;Nocturno;43;35 a 44;Mujer
Ministerio de Seguridad;623;30/4/2018;Abril;01:15:00;Nocturno;28;25 a 34;Mujer
Ministerio de Seguridad;623;30/4/2018;Abril;01:15:00;Nocturno;2;0 a 4;Varón
Ministerio de Seguridad;623;6/5/2018;Mayo;17:24:00;Diurno;15;15 a 24;Mujer
Ministerio de Seguridad;623;11/5/2018;Mayo;14:40:00;Diurno;35;35 a 44;Varón
Ministerio de Seguridad;175;19/5/2018;Mayo;19:15:00;Nocturno;15;15 a 24;Varón
Ministerio de Seguridad;623;22/5/2018;Mayo;07:50:00;Diurno;24;15 a 24;Varón
